,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,device_watts,kilojoules,User
46,2,Braemar gathering hill run,5335.7,2538,2551,386.0,Run,Run,0.0,12351013872,2024-09-07T12:21:24Z,2024-09-07T13:21:24Z,(GMT+00:00) Europe/London,3600.0,,,,0,2,0,16,0,False,False,False,False,everyone,False,,"[57.00392092578113, -3.4067166689783335]","[57.004348151385784, -3.406683560460806]",2.102,5.034,70.5,True,189.7,205.0,False,True,691.8,303.4,13168022043.0,13168022043,garmin_ping_368393608975,False,0,0,False,32760347,1,a12351013872,mf|zIz`yS?^_@dBDZdAdBPJp@r@Zz@H\FB?DNTHVH@f@x@HFBTL\hA`B\l@Z@^Q^Il@RJAL@^VXGVL`@YH?RK\_@JQf@i@b@m@DMNSLc@j@aCNa@Ha@LYPQt@c@XUTMH@NLPP\FJRDX`@x@BDRHH@BEF]FOPNHEBIHGJCX@j@J~@DJHVFHNBCHYD]DIVUF?HDFdA@BJ@NTVNBJFBBF@lBFf@DDX@DDV\JV\AFDBRCT@^L|@^|AHF?b@AZ@TFHJd@@\Ax@Fb@LJTBJLF@FFH\FFPf@F\f@`ATpAV|@DHb@rBHJ?b@^z@RZFZJT`@h@v@rARd@Lp@FFj@@NQJAl@JZIDEP@NSNBJHF?JKD?XNNDNLJTHHHFHBXd@JDT^DD\BHHHZB?@[EYKq@YkAo@eBk@uB_@aAOe@sAaDa@o@KSg@k@o@g@W]i@k@GEUEEEQY]cAa@k@i@[MMk@Wu@e@W[_Ac@MKe@w@IQIm@IGSC[MOQO]Ks@Aa@F[EOGIM?UBKWMM[QKCGGEKGq@@k@Ew@MOOIMYQCEc@?a@GKGAYXUv@GFEAAEUASIMBUGkBKg@p@AAGHQ?MCGIUm@C[IWQMIAg@YGAQDoAx@GHy@nC]pAYj@wAbBq@dAKDYTo@rAQJOAOQ_@aASWe@Oc@Ha@POAg@kA]q@i@k@Ma@Yc@OQa@WWY?IGGa@{Am@i@QIKKo@eASc@AKFm@F[Ne@Bc@KcA,2,,,,GI
47,2,Morning Run,4516.7,1395,1395,43.0,Run,Run,,12252257438,2024-08-27T05:40:05Z,2024-08-27T07:40:05Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,2,0,False,False,False,False,everyone,False,,"[45.956944366917014, -0.6729094963520765]","[45.95709222368896, -0.6730023678392172]",3.238,5.218,86.0,True,140.1,167.0,False,True,12.8,-27.8,13061194906.0,13061194906,garmin_ping_365570838682,False,0,0,False,32760347,1,a12252257438,obowGx}bCOrDI`AMpDo@lGA`AFrBCv@S|AMn@eArC_A|Ao@tAwBbD]^E@YEa@]Wa@_AgAYo@[]m@cAmAeCyB_D[w@{@eDOu@YaCMiBI_E?iAI}@Wg@q@q@]i@c@uAKy@CgAPyBPs@FKVmAFgAr@kII[SKw@]cAw@gDkDqAkAw@y@?o@jAmMPc@RUHYVsA?SZ}BPq@`@aDFi@@o@GuB@u@XmCRiEF}@f@yDTwANCPFrAz@t@n@l@bAPj@x@vDFRRf@jBlCjBvBj@v@r@hA`AvBh@zAlBnI`@vAl@tCxAhFdB~Dt@`D|@rB,2,,,,GI
48,2,Morning Ride,28577.2,5644,10421,146.0,Ride,Ride,,12228691273,2024-08-24T07:53:19Z,2024-08-24T09:53:19Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,2,0,False,False,False,False,everyone,False,,"[45.957000609487295, -0.6734167691320181]","[45.95716590061784, -0.6730791460722685]",5.063,9.593,,True,124.2,167.0,False,True,48.4,11.0,13036635138.0,13036635138,garmin_ping_364865623892,False,0,0,False,32760347,1,a12228691273,a`owGfabCLeBXgAz@aC@RcA|CYdBCz@JpIJXt@Ju@OS[AcGDwCFk@nB}GTuB@sDMgETuG@aCW_PJkVFiBnA_JPuEXwB|@uKJuGNwCAiIDqCZaFd@mCTmB@_CImB?eCj@sE^oIPiAl@eC`@iChAaKXaD\iJF}KKwBg@wEa@mJOkJDaBf@sC`CiEjB}A|EeDXWZw@WeCqBaLuIq_@yC}Nc@oE{CuU_@_EHIjDg@dACzDv@z@QLQKiAH}@R]jAcA@]Qy@?e@R_CXuJAc@Ws@Ce@^cJGU]_@IYWiFs@_AGa@QaG?mCN{CJgHS{Ff@yD`@uBpAuE\cB\oCr@iCVyAr@gF\uEh@?v@iBzAs@dAy@~C_@p@S@Uw@cHGqBBFG@CMH_D?qRXqHKyFk@sLHkDNiB?_Aa@}FEeCc@kKCmGPmGQsOHkF?aGHyCxE{p@|AqSlB}OlFoKtA_Cp@gAdHkJnAuACDE?NY{@wCcI{TeAcDe@yJHsAAoA[aBu@eGa@wAg@eAaAwCi@}@Ig@Li@zB_Gh@oBXYPHnAhA|CvBJAHEXi@lC{HX[\{@zBiHP{@KWi@[Sy@kAw@Qy@FBFJYOID@EKOD@?Dk@ADOy@pAL`@]]_@Bs@W_CkBXFvAnArBj@LZk@bB_@t@k@`CW^aAHsArC}AvEm@jCqCfJBX|ApC\z@bA~Dh@bDVpEGzBj@dJT`Av@`C~FnPPv@tBpFrBdCpW|Yd@p@n@fAXx@@ZoCdS_Mzx@o@pFoB|Mq@nFQpCD??\c@jOc@~W[@aCm@uEi@u@JsBrA{@Tw@EsCuAgDe@{C?sCPQN\rGBlAE~@QlBEfBf@fITxG]tK@rUFfCr@|GCVKJsC@q@RsCpB_@p@a@bAg@GKFG`@EdBKt@s@xE}AhI_@|DS|@u@bCeArFIdBN~DInGCvKDdDH`AHVd@`@LVJxEJ`@Z^H^YtJXdAQjIREEACBQt@WnCBh@Rp@?XiA|@_@h@Gr@DfAKPwAFuBg@_BM{Cd@YHMZBf@~BzPhBzNlKdf@dF`YQ\gBbA}B`CaDlCsBfE_@rBGlBTbJf@lKb@rEBpEGxIg@hLmB`OmAhGMhBM|Fg@vDInCJ~A?vD}@`FYbEExDBjJWxECnBy@nLa@xDMhDa@tDy@jFQrU`@pQAjBUlGLjF?xCQvBQ`A}AjFMbA,2,58.3,False,329.1,GI
49,2,Afternoon Ride,12895.5,4247,6014,20.0,Ride,Ride,10.0,12214246280,2024-08-22T12:32:30Z,2024-08-22T14:32:30Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,,"[46.1867272015661, -1.3223495800048113]","[46.194360852241516, -1.4237239211797714]",3.036,6.479,,True,115.3,155.0,False,True,7.2,-3.0,13021604724.0,13021604724,garmin_ping_364425795384,False,0,0,False,32760347,1,a12214246280,_f|xGhzaGi@tAK\E\m@|@Wv@_ApBgBfDKD@@i@z@Y\cAdBi@r@Ip@O`@c@v@Sd@CEb@q@BCN?Pb@VTXlAb@|D?f@C\_@jBGbA@l@HbAFZWJ?RCABCCZWjACFCC@AEJC?@@OJSn@e@fBQxAMh@MNEX@~@YtB]hCMf@ATGRK|@g@tCK`AMn@{AvKD??E[vBc@bCU`Bo@vCi@`Dg@zBc@nDSrBYlAc@rA}@tBgBpDo@fAo@v@eBxDWp@]hAi@rA{AvEa@~@{@dC_@t@Un@?JDAGH@bBq@xD[tAMbAQ|@qAxIo@nA_@f@m@zAId@AlDCTQZ_ChCs@v@[R}@DSEs@JoBLuA@[F}B`As@LcENqAAwABMAa@MWBMLG^Tl@F^LNDJBdB?zAD|BFj@@fANlBHRNFf@FXXCPJp@?PBVNV?VTdA?^Nl@@ZGb@KZARITKl@IPI`@BTESC?Wf@YOOQGCADr@`@LIFQ@EAAB??@KG@FDCNNABD?G?MHKNEBWIyAgAUUICMJ?f@B|@J`A?zADzAZzD\lBFVP^JP`@\j@TfBDn@ZlBLnDAnBFvAdB|@zAh@xBHt@Op@UVaBReDBoANwA\e@Nq@`@sAxAU^Er@CnA?pBR~C?|@]pG?pCJbA?`AOhGP`Af@`Fr@hLB@x@M^ABBD|@BvBFxA@nBADKBu@ACBGVl@hEHz@h@hLF`@^AVBHHDZRfEHdAB|AKDs@AGHi@hQ?d@`@vDFbADpD?hBCZEG@@@GAFFNDb@PxAFzA?jDCxELvDA|DCn@a@|DCdAA~CM`E{@~F}@dDy@pFw@fEK`ACt@`@pCBdBKrAQt@GhA?^RtAHnADx@?hAK|BQhBEnADtAEnCBlCAtBYtE_AvL@\\pCDl@Ml@Wh@?BDLTLnA\p@?h@EV@nA\pBn@~@Pp@BVGXQd@INBZJf@`@t@`B`@@~AIx@OrA_@n@GfAVbAD~@KjAWRMF@bAGnA?l@M^[t@{Ad@m@h@Gn@?ZLf@p@lA`EVhBf@|Bp@jCdBtI^p@tA`Bj@dADBFCLQFWd@iC?FJw@`BaJL[BBACM@GKA@D?Pa@Hi@ZcERoBDm@AOIGkEyA,2,24.9,False,105.5,GI
50,2,Morning Run,12735.6,4745,5278,27.0,Run,Run,,12212110652,2024-08-22T08:44:23Z,2024-08-22T10:44:23Z,(GMT+01:00) Europe/Paris,7200.0,,,,2,2,0,2,0,False,False,False,False,everyone,False,,"[46.24240692704916, -1.549190366640687]","[46.24329364858568, -1.548231728374958]",2.684,5.003,83.7,True,149.4,165.0,False,True,-32.0,-44.2,13019386400.0,13019386400,garmin_ping_364373625689,False,1,0,False,32760347,1,a12212110652,syfyGvfnHUvCAn@u@~Cm@lB{A|HGr@Q|@Gp@Dr@Nr@JVZj@h@v@FNLDjAbAFL?To@pAOx@m@xASp@Yl@@z@ChASXUPi@Hg@XGTGDDQPKf@HXWT]Nq@BsBLa@NU^{@b@wAXq@Tu@Tc@ZMtCjCRf@LjANZ^N`CPvAe@pD_CjCwAbA_AxAmBzCkDp@m@x@eAl@e@fCoCt@aAjCmC`CaE`FmHzEeIz@gArBcDd@m@fCqExB{CvAcCrAqBz@gATDd@`@X\Td@VZPDx@a@`AyAzBsB`@o@`@e@`@m@fCiC`B{A`@g@b@Y`@i@t@q@h@o@\d@b@ZhARRCLFTXTfATZd@GD[A[N_@RGXYNQHWlAE\OLS\eALs@DkAAGSGSDME}@aAYgAGi@Sy@e@s@FkBEG?UZuASaB@STe@Nm@B[@]Ce@KY?a@Ly@DGGWPKZFLEh@b@JGHe@LYLi@Fk@NY?e@La@DWCEBAGf@B`@Qv@Ar@Uf@EPIn@GLOAOU_Aa@{@Du@ScAABUXgA@KAAHQf@cB`CaEVi@?Eu@qAaAoAw@cBUOIWFGEQ]o@]k@sBmCmG_KkAaBIJQxAi@vCg@nBYl@]h@Wh@Ut@QvBUv@i@|CCp@D|@Gn@Kf@C?q@y@qBeBgCoC_AmA{A}As@}@iAiA@@UZ_ApDi@zAc@bCa@~Be@lFc@hCa@~E{@tE_CnI}AjFOVMIgB{Bc@e@sBcB_@GWX}EdLc@x@]~@s@zAE^CrBIdBUHeDc@qBI_Dg@i@C_CDOPOb@UAoAe@kIeAUP]fAQVI`@Fl@FrBDzFCRAbBGx@Md@UbCIhBKX@t@MzAAv@SjAQlBGjBY`DYhBG`ABpACLy@|BkAlEUzBi@dDGbAUt@C^Hl@Nn@\t@j@r@JFFK@@jA`AJZCVq@jAQJm@v@oA`AOFe@BeBO@A?}@Fk@BuBPkDFaA\aB`@@RNV|@^|@f@z@Z\d@Tv@n@H`@EZ[h@Ol@gAdCQl@Oj@DVA`@Oh@OVSHWOU`@Mn@QPDCJ_@@u@Da@DILGl@cATSR[MBi@g@Be@a@a@Ug@S]_@O]CAEPyELiBL{@t@wC^qBz@wFj@iFJu@JQCPAKJcA?a@i@OAG@wAT_C,2,,,,GI
51,2,Evening Run,6546.1,2123,2799,47.0,Run,Run,,12198417652,2024-08-20T17:35:24Z,2024-08-20T18:35:24Z,(GMT+00:00) Europe/London,3600.0,,,,9,4,0,1,0,False,False,False,False,everyone,False,,"[55.959148379042745, -3.2127344515174627]","[55.959281818941236, -3.2150616869330406]",3.083,5.535,85.0,True,153.8,172.0,False,True,93.4,55.2,13004957744.0,13004957744,garmin_ping_363968635950,False,4,0,False,32760347,1,a12198417652,}`ptId|qR~@fBLLXDXRXj@X`@b@`@PJ^ZfB`Ah@Ff@PlAn@N@`@H`@NFD\d@d@Td@LJL\t@b@hCB|@JjAEnCGt@FdAP|@Pb@`@^JX^f@F@r@j@R^NnAR`CELKJk@IFFKjDEdAOb@[h@S@WC_@L[Tc@bAKvA?fAJh@Tr@d@^LZ^Z`@NhAXZBb@Fl@CZKZYZN\Ob@Ob@Bh@JBBL@\[?JZ\Zl@d@jAf@xAV`BP|BHpBAr@Cn@Kz@StCCp@DfBGl@KVMv@e@fBOZcAxAEv@HfAXz@Xl@R|@ZbAt@zAr@hAb@z@`BvB`@l@h@j@z@l@P@h@AQJYFwAf@oA\w@V_@BoAt@m@Rc@VeB`BoAfBmAlAa@f@iA`Bi@fAOh@Wl@Oj@S`@aAtCm@rAa@tAWp@{@vCU`AUr@kA`Co@r@k@|@Yl@e@t@QP]b@a@\a@R_@j@EJURa@Ja@Zs@|@OXa@b@aAb@EH]H_@Pc@`@i@FaAEa@@u@Ne@BIQKm@u@Sm@_@}@Wu@KiAUe@GUIIQy@mDe@mDMsAEmAAoALqDTkB`AsDPiAJaB@cDEkAWaDYeE]gNKaCYuDWoEDObBeC~@cBV]VSFQdBkCh@aAr@aAJiAI}Am@iGq@cFKWAYBo@GsBKcASkAOoCYuCE}@MaBAc@C_@CAHs@DcBHsAC_CJkA,2,,,,GI
52,2,Lunch Walk,7674.3,5063,8343,106.0,Walk,Walk,,12196355972,2024-08-20T11:20:44Z,2024-08-20T12:20:44Z,(GMT+00:00) Europe/London,3600.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,,"[55.95901820808649, -3.211996089667082]","[55.95946881920099, -3.2111547980457544]",1.516,4.096,59.5,True,84.0,126.0,False,True,124.2,56.6,13002748616.0,13002748616,garmin_ping_363923776351,False,0,0,False,32760347,1,a12196355972,keptIvmqR\sAFs@ReAHaEX{ABq@Gc@EeAHyACg@@KBMJSRWZiAXq@LID?LCXc@^[NI~@cAZOVILAD@LPnAs@NELGz@CV[TKRa@d@Kl@o@XINIh@g@RFFPJJJ@DCV]Ja@PYLGd@c@DFHf@L\BTNtCANFdBHVPKFmBAGRk@Y_A]aBA]Ia@QC[TUi@@BLCDKHCNKBO?_@Da@@{@OoAAs@OUIg@I_@Ym@Kq@Ee@@q@G_@Ay@@XAUEcAU{AEw@CG?aAEO?OIw@GQ@IGc@Wi@GYDQ?YDINCXQNB?m@KwA`@fAHFFCNaAAQG}@I[GgALBv@o@fAKl@S\WTE`@MNI\K\UNWHAXSJYRc@H_@B]A[Ng@AmAFmA@gAGY?YHKFYCSDQJGVo@Q_@^a@Je@DERCFELMd@_AH?DCTx@JJJ?LITYXOLORGTCLKVWXOP@RK\@FEFJJAJi@HEJ@BCkH|CADk@VQNMDQG?DE?QMSFQSE?KLe@Z[ZIDINWHO@SHGb@@LB?EOD@?AEQ?HGLYLw@NkAr@_@HsAx@_@HGAMDME[VUVWr@EKMGG?g@LAAW{BKWG?QKa@Ic@DMOOESD?ECJEAGBe@h@SHGE~BkCJBDDDXC\Wb@[rAKL]NWb@Kj@@VCLMIUFOd@[b@?DGJCOAFFT@RUzACJ?NK~@DbAF\^b@Lf@Bp@Nb@BRD@\XT@JHx@~BL@^K\?VXPr@P`@f@MRr@D?ADDDFRA`AJJL@RzADh@?~@Hh@BXLj@@H?VK`AF@?F`@M`@ANEPUTQAVRAF^Gj@Mb@?XFB@Z?~@Lh@?j@FVNBBZ@z@BP@v@AjAHFDf@Pt@AlAHFF@@FCbBBb@CN?RPt@?`AHABDPLDPCt@@`@PLKLu@JAD?JDNJ@DHZUD?LGRCDDHVIj@CdAFBFXJD@XCZ@^HN@VMvAd@cM]HMLWLc@b@WNYHMLs@`@MCq@JGCSF_@EQBQZ?Fm@Lk@PIFCH@ICAOFg@`@e@BWHADKDHGC?MLMFGL?HBn@J^DXA`@Jz@KN_@N?BQFWN_@n@C?WXOPCLIHWAGBCJEHE@CJu@v@KR[Do@\q@HKD?\MVOBSLM\i@Xe@GGDWFINKFAAOB_@A,2,,,,GI
53,2,Morning Ride,30080.2,4677,5221,111.0,Ride,Ride,,12177009507,2024-08-18T07:54:57Z,2024-08-18T08:54:57Z,(GMT+00:00) Europe/London,3600.0,,,,0,3,0,1,0,False,False,False,False,everyone,False,,"[57.435752637684345, -5.412659486755729]","[57.43565708398819, -5.412553707137704]",6.432,11.112,,True,132.7,168.0,False,True,34.2,2.8,12981336922.0,12981336922,garmin_ping_363361514597,False,0,0,False,32760347,1,a12177009507,usp}Iv{_`@~Tr_@xExIzAlDpFbO\nAHzBEhDB`ALbA`@dBP`@PTTDzCwAd@RxEvG|@|AnBpFP\nHxHt@|A?Zo@~Eu@hDcA`D_DtGiAhBwBrCoGvGqApBkAfCyF~N}Pnd@Cj@J\nD|G~KfUpGtNhAvBbHfOrBxD|J~PlFrItS~`@dEdGbJtKhM`NlAx@dBx@|B^tDHbFrAvEbCfGlCbAn@nAjAhEpFxD~BlCtBnAtArAjBb@dAb@jBbBlOhAvGpAhGxBfNx@dDlB|Fb@rB~@jJ`@`D|A`ITdBbA|Jz@tJNhAbHnHfEvJnBxFx@|AnA~@~Al@zFh@Zb@bCrBnFlKdDlI|AdCtA`BdNdLdAhApCdEjF`Kx@hBrBfHVn@p@t@jAHb@XpAnCjBjCtAnAlCdBjBrBjC|Ez@pCvBzCt@pA`EzK\`BTt@RZbCxAvBrEvB`DbGfDfHbFnArBzBbCxCbGfCvCdBnCpAlCvBtFZ^|A`A\f@~BbFrAdEz@zBtA|E~@fCH`@RhCZ|A~@fCjB~DlDxG^jAnCbNhClJx@jBNz@Ar@@o@RY|CNtDa@aF^yBWST_@nCEfALrEPhAf@vAr@vDRd@xA~@X\bAvA\bADrBb@tDRfDCb@XhICJ@KGI]gMEFGwAu@aIg@qA_AuAiAa@YYq@sDy@kCSiD?}A^mEKqAy@gB_BqFiE_RBCE@m@}AD?i@gAkCuEoCmGUq@o@mGaDuJgEyKyAgC{@e@{@_AQYoCuHwBwD{CkDqBkEg@u@_CiC}AcCmH_F{CsA{AaA{BiDiAkCs@kA_C_BoAeFgCeHw@{AiB}B_EcHa@oAYi@w@cAcAw@o@kAsAy@oAiAwE_HgAU]Ye@{@}C}JaE}H}CgFy@gAmOmMy@w@yAqBoAwBsBoFuEyJ_@u@c@i@cDcCiGu@mCuAW]q@}A}@aCs@{CkCeGw@oAgDaEmAeAYCSiAe@}G}AoOSoAeA_Fq@oEyAwMu@uCcAiCu@kCeCiOcBoIwA}J_@iEg@}Ca@kBYo@gAcBeBkBmB{AyFmDmCkDaBgByA}@mKeFmCcAgEw@aFOcBy@yA_AuDsDeLmMeC_D{DkFkDuF}FkLiBwC_E}HsUu`@_DgGyG{OoI_QwN{ZCa@LkAdA_CpJqWpHmRbB{DdCoEfFiFdDiEnCsEnB}Ev@_D`@yBN{BAyBQ}@uHcI{CqH{GoJ[E{CrA[AWYOi@c@mCEoADoEEiAKm@gF{NyCcHwDmHcT{],2,79.4,False,371.5,GI
54,2,Morning Run,8273.9,2518,2571,37.0,Run,Run,,12167997012,2024-08-17T07:31:53Z,2024-08-17T08:31:53Z,(GMT+00:00) Europe/London,3600.0,,,,1,2,0,1,0,False,False,False,False,everyone,False,,"[57.43589948862791, -5.412557227537036]","[57.43510966189206, -5.41141209192574]",3.286,5.087,84.5,True,145.1,163.0,False,True,39.8,10.6,12971293997.0,12971293997,garmin_ping_363108558235,False,0,0,False,32760347,1,a12167997012,_cq}Ivc_`@OSWq@a@o@I[]_@eByCqB{Ce@o@}@yAQSg@a@[u@Ki@MoBM_AIW}@yAUcAw@mBIg@EcC@kAPaBDcAC_AIoAS}@]u@We@K[Q_Ac@oD]eFUmAi@uBUoBiA{FK_ACm@CcCGgBA_BCaA@gFIcAa@mCYcAIeAg@kCsAmDq@oBMaAEkA?cAD_BAgAMu@KU_@i@Qs@_@kAGUu@}AMq@SwCKm@YaAUs@[u@kAaB]u@Ki@s@_Ci@uCOyAScAiAgEk@wA[o@Ui@EQUoBMw@o@gCo@wAyA{DeByF_@_Aw@qA}AsDwBwBg@m@mAuBsAoBk@_AyAoCaEcG[s@Uq@w@aBoA{A}@w@s@c@YW]m@Ys@{AoB}@gBUa@[]~AzC~@tA^XjAnBvArAbAdAh@p@jB~D\n@rChEbDvFhBrC`@h@j@z@b@f@j@f@`@b@~@hB\t@z@zA\v@\~@j@rBfBhFZv@l@jAXz@Rv@LfAJlALz@Xt@xAzCPl@n@lCRnAZ|CXnAlArD\r@`AvA^z@l@pBTnCPfAv@hBb@dCHTXXFBHNJf@?dAGfA@fABxAJ~@V~@t@hBj@dBRx@r@zEZhAj@vCBZBpFJrCJfFFbBNz@`A`Ej@fDTfA@PCIFHXrAl@~EV`BJhBLbAx@fBVr@NpAFhBC`@UpAEbAD~CRt@`@~@n@`C\h@Tn@Hr@DpAHp@J\p@`Ab@x@dBfCpBfDpBrDd@p@,2,,,,GI
55,2,Night Activity,5700.0,4800,4800,0.0,Kayaking,Kayaking,,12172340522,2024-08-16T09:30:50Z,2024-08-16T10:30:50Z,(GMT+00:00) Europe/London,3600.0,,,,0,0,0,1,0,False,False,True,True,only_me,False,,[],[],1.188,0.0,,False,,,False,False,,,,,,False,0,0,False,32760347,1,a12172340522,,2,,,,GI
56,2,Morning Run,26041.3,10609,10644,711.0,Run,Run,,12153388921,2024-08-15T09:16:02Z,2024-08-15T10:16:02Z,(GMT+00:00) Europe/London,3600.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,,"[57.481904067099094, -5.329232309013605]","[57.43827357888222, -5.405323980376124]",2.455,4.267,79.8,True,174.4,205.0,False,True,653.6,0.2,12953486696.0,12953486696,garmin_ping_362664833192,False,0,0,False,32760347,1,a12153388921,gzy}Iplp_@v@zC}APaA|A_AIaAoCXxCc@pGJxIqAlLs@|M{BdGl@Jr@q@FZq@lEmAjEDjA_AnF{B~HaAfBaAOoA}B[V_AfEu@u@O~@w@cA_@p@eAKi@aAiBmAo@gB_E~@QTKtA_AjAe@UqBDOdA[Ds@jBk@\Gn@_CLsAnA_Bf@gBvEw@l@yCbEq@tBwAc@UhA{AjC_GbGkG~BCtF_Az@sA_@oDpEwDlImB`GaAtIkApUVdDEhB^fB[zFc@|CZ~GG|EaAjESjGWbBDpAaAbGH`EmAvHFrCWpA?nBu@fAeApDEfBcAtH_@bNs@fDw@xIWrIi@lEGhCkAjE`ArQ]pDH|Bx@zEh@fIz@~Cp@lG?dCl@dFVfIAjJh@bKFhLeBbH]ViBe@m@|@mDG{AnAkAV_CbD_AtDgAxBuG~H[l@m@hEgBjCBfH_A`EgAzAO~@xAnIlD|GPnAAxBoB~I?pD|AzB`HnBCfCaBhEQhAf@C`@d@zBq@nGb@pArAx@jH~@p@V|B`@_@~B^l@`@D|@`@X|A@PzAjApBRpEj@j@tCvN`AzAZnBvAn@rBvDhAx@RbBb@^^_A`E_@|@aBxFeAVoBrA}B|BYvAkBdAaD`@_@zAoG|@}ANsA|BoCp@yEt@a@N}AzByDpAkFpBaEpCqDb@cFWiErAaGj@U|@yBhABjBsGlBAJm@fCyCx@wCt@c@d@_Ad@Vh@_@`DgEhC\vE{BtB]r@iApByAbJqAjCeFpIn@nBwA`B}A`FeA~Al@hA{@hInCjCiAtDi@nC}A~@d@xGu@lBkBVwAh@u@tCk@RkA`C}@j@iBtGEtBmAf@}@fAPx@yCbAq@\XbF}FdBD|BkEbAGrCyCx@DbCyCfCErE{BxKiGb@yA|@iBdBt@vAyFjBwCfEgKpCY|@uAbA]rGpBdDpEpChCrDfBpFlEbCd@hHg@tEf@UNCr@x@Po@CUuAsCWWa@tBoGfAwCvBmLHuGhAaGvA_ChBhAZQ@_FTcAd@_ApAPrAwE}A{C{AyOmDqOW_VgBkLoB}Ey@iDFaIQ_AcAs@{AsGg@eFyDiGqAiEa@{BSqE{@kDwB}DcAmHsHwQ{CmGoCsC{HqNqCwDkC{FiE}DoAeCkBsBMs@dEpGrEnEjDnHpLzRxDlEbCfFhH`RjAtGjC`IfAlHlAtEhCvEv@|B`AtH`ApDhA~AFvJlCvHvAnIXbCd@rVnDdPrAfNhBdGDvCYlCHpDZbA,2,,,,GI
57,2,Afternoon Ride,10200.0,2622,2622,0.0,Ride,Ride,10.0,12138466793,2024-08-13T12:40:43Z,2024-08-13T13:40:43Z,(GMT+00:00) Europe/London,3600.0,,,,0,0,0,1,0,False,False,True,True,only_me,False,,[],[],3.89,0.0,,False,,,False,False,,,,,,False,0,0,False,32760347,1,a12138466793,,2,,,,GI
58,2,Off path walk,7629.3,9655,12324,387.0,Walk,Walk,,12137851106,2024-08-13T12:37:03Z,2024-08-13T13:37:03Z,(GMT+00:00) Europe/London,3600.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,,"[57.463323, -5.351155]","[57.463165, -5.351176]",0.79,3.083,51.1,True,97.2,139.0,False,True,336.8,8.6,12937202052.0,12937202052,garmin_ping_362205443399,False,0,0,False,32760347,1,a12137851106,aqv}Irus_@C_@mA_FIkB[}B_@yBYISaAi@wAOOCFk@q@s@g@s@_Dm@e@Ue@i@a@S]e@aBMUE[Yo@q@{@MADC?NIBBu@GLFJK@a@eAD[Q]HCCZDLO_@?ZKGK[@U@ZW_@EUICGq@QF[q@FMIFDBCm@DGG]YUGYMCH?BXBOGA?KGLI]Dh@QQEUWKWWKgAy@iA[mAQ_@c@CDe@UWSw@I?E{@OKL?Ea@]c@OcAUWSu@Ec@WkA]g@Ow@s@}@Gq@WWq@yAc@s@WgA[o@USQu@_@[W{@SSOo@e@{@m@y@q@gAuBsESKwAIM_@Ls@M@GVXi@If@AOMFE{@o@yC?[mAmDY]a@qAGKEDgAiCDKIYNEIMBe@?HFKIAABPY@DGBYKDDEVDJQAQl@u@e@e@aAW?UU]kABBNg@GeAg@IOQe@mBU]_@kAYSe@{Aw@}@c@cD]gACk@a@oBOaBE?HNHG[?U]GYNaAEa@Xe@FWSaC@MWIEs@K_@LSMk@NyDIeAKEGQ[QKc@SEYo@g@sBFGPlBJHb@|@HOIDALTSBHGOBEJPGKKHD?o@YAZDUj@MNSP@ASf@WNUE?D@Co@NOIHESBMVOKSQCJE?UVLt@p@DFCFHAEJLTGPSMv@@RWVb@ASOD^N?INH@KGLJNb@C@HFMJp@GAF?ATVbAN[H]N\?L^QE|AKA?NEEHt@v@bBZ\f@vAP`An@zAb@zBt@rCzAnDt@bCBb@`@^b@x@v@`@j@dCd@x@V~@pApBX?G`@KL@H@CANpB`FPBXjAp@tANn@Zp@\B|@l@JGBPh@z@^If@`@H`@LFv@jARj@TNj@jAp@`C^f@VSHhAJd@l@`@`@b@d@x@j@xAh@~@DCtD`Lp@|@vAhCd@^p@lBDNEFb@f@~AvCVTf@jAtAvBh@jAd@f@Xz@x@vAj@v@IFAXL^JAL|@BIGt@D|@FNC\NJENHNEH@j@OZB`@KRCn@S??VMfA@PKFH`@ATIJIZA`@S^Bf@KABPMDOp@KJJLIB@JIVFLCB?j@GLGC@ZUbAU?AJBN[??z@GPHROPD@EJ@`@OZFp@j@zB\bAFfAXrBT\Hr@j@lAj@|B,2,,,,GI
